iter	Passed	Remaining
400	19810	128397
401	19858	128337
402	19905	128275
403	19958	128250
404	20004	128176
405	20055	128136
406	20103	128078
407	20149	128011
408	20197	127948
409	20244	127888
410	20289	127811
411	20340	127772
412	20388	127712
413	20439	127673
414	20487	127613
415	20536	127563
416	20582	127496
417	20631	127441
418	20677	127370
419	20729	127338
420	20779	127291
421	20828	127242
422	20877	127192
423	20926	127138
424	20973	127072
425	21020	127008
426	21072	126975
427	21118	126906
428	21168	126860
429	21212	126781
430	21265	126757
431	21312	126692
432	21363	126652
433	21410	126587
434	21459	126535
435	21504	126464
436	21550	126393
437	21596	126327
438	21645	126275
439	21696	126232
440	21748	126199
441	21802	126176
442	21858	126165
443	21913	126151
444	21962	126101
445	22017	126082
446	22066	126032
447	22122	126017
448	22175	125989
449	22224	125941
450	22274	125890
451	22323	125840
452	22374	125800
453	22423	125750
454	22474	125708
455	22524	125663
456	22577	125632
457	22630	125606
458	22679	125553
459	22725	125483
460	22771	125414
461	22820	125364
462	22866	125297
463	22913	125236
464	22959	125165
465	23009	125118
466	23066	125112
467	23128	125133
468	23203	125222
469	23270	125264
470	23328	125261
471	23379	125220
472	23427	125162
473	23473	125094
474	23523	125043
475	23569	124978
476	23627	124974
477	23675	124916
478	23722	124854
479	23777	124829
480	23827	124783
481	23876	124730
482	23925	124680
483	23977	124645
484	24026	124592
485	24078	124556
486	24131	124524
487	24179	124465
488	24232	124433
489	24285	124398
490	24330	124329
491	24381	124286
492	24429	124230
493	24475	124158
494	24522	124098
495	24570	124039
496	24618	123985
497	24667	123931
498	24713	123863
499	24758	123793
500	24806	123733
501	24854	123678
502	24901	123615
503	24950	123563
504	24999	123512
505	25049	123463
506	25098	123411
507	25143	123343
508	25191	123283
509	25239	123227
510	25288	123176
511	25333	123105
512	25377	123028
513	25427	122981
514	25473	122913
515	25517	122842
516	25564	122777
517	25619	122754
518	25669	122710
519	25723	122679
520	25775	122644
521	25827	122606
522	25877	122559
523	25923	122493
524	25970	122434
525	26018	122377
526	26066	122319
527	26114	122263
528	26164	122215
529	26210	122151
530	26261	122107
531	26310	122059
532	26360	122009
533	26406	121943
534	26455	121892
535	26506	121848
536	26557	121809
537	26606	121754
538	26658	121717
539	26707	121668
540	26759	121630
541	26806	121566
542	26857	121528
543	26904	121463
544	26952	121410
545	26997	121340
546	27049	121302
547	27094	121234
548	27144	121185
549	27191	121126
550	27239	121068
551	27295	121051
552	27345	121002
553	27390	120932
554	27438	120879
555	27490	120841
556	27538	120783
557	27593	120760
558	27639	120694
559	27685	120629
560	27732	120568
561	27778	120505
562	27828	120460
563	27877	120406
564	27925	120352
565	27978	120318
566	28030	120276
567	28078	120221
568	28126	120165
569	28176	120118
570	28222	120055
571	28267	119988
572	28313	119922
573	28361	119868
574	28413	119832
575	28463	119782
576	28508	119717
577	28555	119655
578	28606	119613
579	28661	119587
580	28707	119522
581	28752	119454
582	28799	119396
583	28848	119345
584	28894	119283
585	28944	119235
586	28992	119180
587	29040	119123
588	29089	119075
589	29137	119017
590	29185	118964
591	29232	118906
592	29283	118863
593	29331	118808
594	29381	118762
595	29432	118716
596	29478	118656
597	29525	118593
598	29570	118528
599	29620	118480
600	29666	118419
601	29717	118374
602	29765	118323
603	29812	118261
604	29862	118216
605	29913	118174
606	29959	118110
607	30008	118058
608	30053	117993
609	30100	117936
610	30156	117910
611	30207	117870
612	30255	117814
613	30304	117762
614	30356	117724
615	30404	117670
616	30450	117608
617	30498	117551
618	30547	117499
619	30597	117456
620	30648	117410
621	30703	117384
622	30752	117334
623	30799	117274
624	30846	117217
625	30895	117164
626	30942	117107
627	30988	117046
628	31036	116992
629	31081	116926
630	31131	116880
631	31178	116819
632	31222	116752
633	31270	116698
634	31321	116655
635	31369	116599
636	31415	116539
637	31465	116492
638	31513	116435
639	31563	116388
640	31609	116328
641	31658	116277
642	31709	116234
643	31758	116185
644	31806	116129
645	31855	116081
646	31900	116016
647	31947	115957
648	31992	115891
649	32042	115844
650	32092	115800
651	32146	115767
652	32199	115730
653	32247	115676
654	32294	115619
655	32341	115560
656	32391	115513
657	32444	115479
658	32493	115429
659	32543	115382
660	32591	115328
661	32639	115274
662	32687	115219
663	32736	115168
664	32792	115142
665	32842	115096
666	32889	115040
667	32935	114978
668	32985	114931
669	33035	114883
670	33082	114828
671	33128	114765
672	33185	114743
673	33237	114703
674	33283	114643
675	33342	114627
676	33391	114578
677	33441	114528
678	33486	114464
679	33538	114423
680	33588	114379
681	33641	114342
682	33687	114281
683	33732	114217
684	33784	114175
685	33831	114118
686	33880	114069
687	33925	114006
688	33974	113954
689	34021	113897
690	34072	113853
691	34117	113792
692	34162	113728
693	34212	113678
694	34259	113622
695	34310	113581
696	34360	113531
697	34409	113482
698	34460	113437
699	34509	113387
700	34557	113336
701	34606	113283
702	34659	113245
703	34712	113211
704	34763	113166
705	34817	113130
706	34862	113070
707	34917	113037
708	34965	112984
709	35013	112931
710	35062	112880
711	35109	112822
712	35157	112770
713	35207	112724
714	35255	112670
715	35300	112606
716	35347	112548
717	35395	112497
718	35445	112450
719	35495	112402
720	35547	112362
721	35596	112310
722	35649	112273
723	35695	112212
724	35744	112162
725	35789	112100
726	35839	112054
727	35884	111992
728	35930	111930
729	35980	111885
730	36032	111845
731	36077	111781
732	36123	111720
733	36168	111658
734	36224	111631
735	36279	111598
736	36323	111534
737	36374	111488
738	36420	111430
739	36466	111369
740	36511	111308
741	36559	111254
742	36604	111192
743	36650	111133
744	36703	111096
745	36749	111037
746	36795	110977
747	36845	110929
748	36895	110884
749	36944	110834
750	36994	110786
751	37043	110736
752	37095	110695
753	37148	110657
754	37194	110599
755	37240	110540
756	37286	110480
757	37334	110427
758	37383	110376
759	37433	110329
760	37484	110285
761	37529	110225
762	37580	110179
763	37628	110128
764	37677	110078
765	37729	110034
766	37780	109990
767	37830	109946
768	37879	109893
769	37927	109842
770	37976	109793
771	38025	109742
772	38074	109691
773	38127	109653
774	38176	109603
775	38230	109569
776	38279	109516
777	38325	109458
778	38372	109404
779	38419	109346
780	38468	109299
781	38515	109241
782	38561	109183
783	38613	109141
784	38666	109103
785	38723	109075
786	38775	109033
787	38826	108991
788	38876	108942
789	38927	108898
790	38973	108839
791	39021	108788
792	39067	108729
793	39116	108679
794	39174	108653
795	39227	108615
796	39278	108571
797	39332	108535
798	39382	108486
799	39432	108439
800	39478	108381
801	39529	108337
802	39585	108304
803	39635	108257
804	39688	108217
805	39738	108172
806	39786	108118
807	39835	108067
808	39883	108016
809	39929	107958
810	39974	107896
811	40024	107848
812	40074	107801
813	40120	107745
814	40167	107688
815	40219	107647
816	40270	107600
817	40317	107546
818	40368	107500
819	40417	107450
820	40467	107404
821	40517	107356
822	40570	107316
823	40616	107260
824	40668	107217
825	40719	107171
826	40770	107127
827	40825	107092
828	40874	107042
829	40925	106997
830	40974	106947
831	41023	106896
832	41071	106844
833	41118	106790
834	41167	106739
835	41216	106689
836	41261	106629
837	41308	106573
838	41355	106517
839	41402	106463
840	41455	106422
841	41505	106375
842	41556	106331
843	41602	106273
844	41648	106215
845	41697	106167
846	41742	106106
847	41790	106052
848	41839	106003
849	41889	105954
850	41940	105910
851	41987	105855
852	42032	105795
853	42082	105748
854	42131	105698
855	42179	105644
856	42232	105605
857	42284	105564
858	42334	105516
859	42390	105482
860	42440	105434
861	42490	105387
862	42541	105343
863	42594	105303
864	42644	105255
865	42691	105200
866	42743	105157
867	42792	105108
868	42837	105049
869	42888	105002
870	42939	104957
871	42991	104915
872	43037	104858
873	43089	104815
874	43137	104763
875	43184	104706
876	43236	104664
877	43283	104609
878	43330	104556
879	43384	104516
880	43434	104469
881	43482	104415
882	43528	104359
883	43580	104317
884	43628	104264
885	43680	104222
886	43729	104172
887	43785	104137
888	43837	104095
889	43882	104036
890	43928	103978
891	43979	103932
892	44027	103881
893	44077	103834
894	44130	103791
895	44180	103745
896	44226	103689
897	44272	103631
898	44318	103574
899	44368	103527
900	44420	103482
901	44464	103422
902	44517	103380
903	44561	103319
904	44606	103260
905	44655	103209
906	44704	103160
907	44752	103107
908	44802	103059
909	44849	103006
910	44898	102957
911	44946	102903
912	44995	102854
913	45040	102794
914	45086	102738
915	45136	102691
916	45182	102634
917	45230	102582
918	45280	102533
919	45334	102495
920	45388	102457
921	45439	102410
922	45486	102357
923	45532	102300
924	45582	102253
925	45631	102203
926	45681	102154
927	45728	102100
928	45779	102055
929	45827	102003
930	45872	101945
931	45924	101900
932	45973	101852
933	46021	101798
934	46068	101744
935	46119	101699
936	46171	101655
937	46217	101600
938	46264	101545
939	46308	101483
940	46354	101427
941	46404	101380
942	46455	101334
943	46507	101292
944	46555	101238
945	46602	101186
946	46649	101131
947	46701	101089
948	46752	101043
949	46802	100994
950	46853	100948
951	46904	100904
952	46952	100852
953	47002	100803
954	47052	100757
955	47101	100705
956	47150	100656
957	47202	100613
958	47252	100565
959	47303	100520
960	47350	100466
961	47402	100422
962	47447	100363
963	47498	100317
964	47546	100266
965	47595	100217
966	47645	100168
967	47693	100117
968	47739	100059
969	47787	100009
970	47837	99961
971	47888	99916
972	47935	99862
973	47980	99803
974	48027	99750
975	48078	99703
976	48125	99649
977	48171	99592
978	48221	99545
979	48278	99512
980	48334	99476
981	48382	99425
982	48428	99370
983	48480	99326
984	48529	99276
985	48576	99223
986	48626	99173
987	48677	99128
988	48727	99080
989	48777	99033
990	48823	98977
991	48870	98922
992	48919	98874
993	48967	98821
994	49014	98767
995	49066	98723
996	49117	98677
997	49170	98637
998	49216	98581
999	49264	98529
1000	49310	98472
1001	49359	98422
1002	49404	98366
1003	49458	98325
1004	49505	98271
1005	49552	98218
1006	49605	98176
1007	49655	98127
1008	49704	98078
1009	49752	98027
1010	49812	97998
1011	49866	97958
1012	49917	97913
1013	49963	97857
1014	50017	97818
1015	50067	97768
1016	50114	97716
1017	50168	97675
1018	50215	97622
1019	50261	97567
1020	50306	97508
1021	50356	97460
1022	50405	97411
1023	50454	97360
1024	50508	97321
1025	50556	97269
1026	50605	97219
1027	50651	97164
1028	50701	97116
1029	50748	97063
1030	50802	97022
1031	50854	96978
1032	50905	96932
1033	50958	96889
1034	51006	96839
1035	51058	96794
1036	51107	96744
1037	51163	96707
1038	51208	96651
1039	51258	96601
1040	51310	96557
1041	51357	96505
1042	51416	96472
1043	51463	96420
1044	51512	96370
1045	51562	96322
1046	51611	96273
1047	51661	96224
1048	51707	96169
1049	51756	96118
1050	51802	96064
1051	51848	96008
1052	51896	95956
1053	51951	95917
1054	52002	95872
1055	52059	95836
1056	52104	95779
1057	52149	95722
1058	52198	95673
1059	52244	95617
1060	52295	95570
1061	52342	95517
1062	52389	95465
1063	52437	95413
1064	52488	95366
1065	52535	95313
1066	52585	95264
1067	52635	95217
1068	52690	95177
1069	52742	95133
1070	52789	95080
1071	52840	95033
1072	52899	95001
1073	52949	94954
1074	53000	94908
1075	53050	94859
1076	53102	94815
1077	53153	94768
1078	53198	94712
1079	53247	94661
1080	53295	94611
1081	53342	94556
1082	53394	94513
1083	53445	94466
1084	53492	94413
1085	53543	94365
1086	53591	94315
1087	53645	94273
1088	53690	94217
1089	53739	94167
1090	53786	94113
1091	53837	94067
1092	53891	94025
1093	53938	93972
1094	53983	93917
1095	54034	93869
1096	54083	93820
1097	54135	93774
1098	54185	93728
1099	54236	93680
1100	54285	93632
1101	54337	93587
1102	54389	93542
1103	54442	93499
1104	54490	93447
1105	54541	93401
1106	54588	93348
1107	54636	93296
1108	54684	93244
1109	54732	93192
1110	54780	93141
1111	54831	93094
1112	54880	93045
1113	54925	92988
1114	54972	92935
1115	55018	92881
1116	55074	92841
1117	55123	92793
1118	55170	92739
1119	55216	92684
1120	55262	92630
1121	55320	92595
1122	55373	92551
1123	55421	92501
1124	55469	92449
1125	55522	92405
1126	55572	92357
1127	55621	92308
1128	55673	92263
1129	55722	92213
1130	55771	92163
1131	55821	92114
1132	55875	92073
1133	55921	92018
1134	55966	91962
1135	56019	91918
1136	56068	91868
1137	56118	91821
1138	56169	91775
1139	56225	91736
1140	56276	91689
1141	56324	91638
1142	56372	91586
1143	56424	91541
1144	56474	91492
1145	56520	91439
1146	56568	91386
1147	56617	91337
1148	56666	91287
1149	56715	91238
1150	56764	91188
1151	56808	91129
1152	56857	91080
1153	56914	91043
1154	56967	91000
1155	57018	90954
1156	57068	90905
1157	57117	90855
1158	57166	90804
1159	57219	90761
1160	57268	90712
1161	57317	90662
1162	57377	90629
1163	57428	90583
1164	57477	90533
1165	57524	90480
1166	57572	90428
1167	57627	90388
1168	57675	90337
1169	57724	90286
1170	57775	90240
1171	57823	90188
1172	57876	90145
1173	57923	90091
1174	57970	90039
1175	58026	90000
1176	58081	89959
1177	58136	89918
1178	58187	89871
1179	58240	89828
1180	58300	89795
1181	58351	89748
1182	58400	89698
1183	58445	89642
1184	58497	89597
1185	58550	89553
1186	58596	89498
1187	58652	89459
1188	58704	89414
1189	58755	89367
1190	58809	89325
1191	58859	89277
1192	58914	89235
1193	58965	89188
1194	59013	89137
1195	59064	89090
1196	59120	89051
1197	59173	89006
1198	59223	88959
1199	59276	88914
1200	59321	88858
1201	59371	88810
1202	59421	88762
1203	59472	88715
1204	59521	88665
1205	59566	88608
1206	59618	88563
1207	59673	88522
1208	59725	88477
1209	59782	88439
1210	59834	88392
1211	59884	88345
1212	59930	88290
1213	59982	88244
1214	60035	88200
1215	60091	88161
1216	60144	88116
1217	60198	88072
1218	60248	88025
1219	60298	87977
1220	60352	87933
1221	60402	87884
1222	60448	87830
1223	60502	87788
1224	60553	87740
1225	60602	87690
1226	60657	87649
1227	60705	87597
1228	60756	87550
1229	60810	87507
1230	60856	87453
1231	60906	87404
1232	60954	87352
1233	61010	87312
1234	61062	87266
1235	61112	87218
1236	61161	87168
1237	61211	87119
1238	61261	87072
1239	61317	87031
1240	61369	86984
1241	61415	86931
1242	61463	86879
1243	61512	86830
1244	61563	86781
1245	61608	86727
1246	61656	86674
1247	61710	86632
1248	61768	86594
1249	61822	86550
1250	61875	86506
1251	61923	86454
1252	61977	86411
1253	62027	86363
1254	62078	86316
1255	62129	86268
1256	62178	86218
1257	62224	86165
1258	62277	86119
1259	62322	86064
1260	62369	86011
1261	62421	85965
1262	62469	85914
1263	62526	85874
1264	62573	85821
1265	62623	85773
1266	62671	85721
1267	62718	85668
1268	62765	85616
1269	62825	85581
1270	62880	85539
1271	62929	85489
1272	62975	85435
1273	63023	85383
1274	63070	85330
1275	63123	85286
1276	63174	85237
1277	63223	85188
1278	63272	85138
1279	63324	85092
1280	63383	85055
1281	63432	85005
1282	63482	84956
1283	63527	84901
1284	63575	84850
1285	63623	84797
1286	63674	84750
1287	63721	84698
1288	63768	84644
1289	63815	84592
1290	63873	84554
1291	63923	84505
1292	63970	84453
1293	64023	84408
1294	64072	84357
1295	64121	84307
1296	64170	84257
1297	64239	84234
1298	64310	84213
1299	64359	84162
1300	64404	84106
1301	64456	84060
1302	64502	84006
1303	64561	83970
1304	64613	83923
1305	64663	83874
1306	64711	83822
1307	64760	83772
1308	64814	83729
1309	64868	83685
1310	64924	83644
1311	64975	83596
1312	65026	83549
1313	65081	83506
1314	65138	83466
1315	65189	83418
1316	65237	83367
1317	65288	83320
1318	65339	83271
1319	65390	83223
1320	65436	83170
1321	65486	83120
1322	65537	83073
1323	65594	83033
1324	65647	82988
1325	65701	82943
1326	65752	82896
1327	65802	82847
1328	65850	82795
1329	65908	82756
1330	65956	82706
1331	66009	82660
1332	66057	82608
1333	66111	82565
1334	66158	82511
1335	66212	82468
1336	66270	82429
1337	66320	82380
1338	66371	82332
1339	66429	82293
1340	66486	82253
1341	66545	82214
1342	66608	82182
1343	66670	82148
1344	66732	82113
1345	66800	82085
1346	66858	82046
1347	66920	82012
1348	66973	81966
1349	67026	81920
1350	67081	81877
1351	67126	81823
1352	67179	81776
1353	67230	81728
1354	67280	81679
1355	67338	81640
1356	67391	81594
1357	67445	81549
1358	67515	81525
1359	67571	81483
1360	67631	81446
1361	67694	81412
1362	67748	81367
1363	67827	81352
1364	67883	81311
1365	67947	81277
1366	68001	81233
1367	68049	81181
1368	68096	81128
1369	68147	81080
1370	68199	81033
1371	68247	80982
1372	68297	80932
1373	68351	80887
1374	68401	80838
1375	68453	80790
1376	68508	80747
1377	68559	80699
1378	68610	80650
1379	68668	80610
1380	68726	80570
1381	68785	80531
1382	68840	80487
1383	68894	80442
1384	68942	80391
1385	68994	80344
1386	69040	80290
1387	69087	80237
1388	69148	80199
1389	69201	80154
1390	69248	80101
1391	69296	80049
1392	69350	80004
1393	69402	79957
1394	69453	79909
1395	69506	79862
1396	69557	79814
1397	69604	79761
1398	69656	79714
1399	69706	79664
1400	69756	79614
1401	69804	79563
1402	69853	79512
1403	69905	79464
1404	69954	79414
1405	70004	79364
1406	70053	79314
1407	70111	79274
1408	70163	79226
1409	70219	79184
1410	70272	79137
1411	70322	79088
1412	70373	79039
1413	70435	79003
1414	70497	78967
1415	70552	78923
1416	70607	78879
1417	70670	78843
1418	70723	78797
1419	70770	78745
1420	70825	78700
1421	70873	78648
1422	70925	78600
1423	70974	78550
1424	71041	78519
1425	71093	78472
1426	71154	78434
1427	71206	78386
1428	71252	78333
1429	71302	78283
1430	71353	78234
1431	71403	78185
1432	71451	78132
1433	71502	78084
1434	71556	78039
1435	71614	77998
1436	71681	77966
1437	71735	77920
1438	71790	77877
1439	71850	77837
1440	71908	77796
1441	71959	77748
1442	72011	77700
1443	72057	77646
1444	72107	77597
1445	72159	77549
1446	72217	77508
1447	72276	77467
1448	72331	77423
1449	72391	77384
1450	72459	77353
1451	72511	77305
1452	72563	77257
1453	72613	77207
1454	72663	77157
1455	72711	77106
1456	72766	77061
1457	72812	77007
1458	72859	76954
1459	72908	76903
1460	72959	76854
1461	73015	76811
1462	73060	76755
1463	73107	76702
1464	73163	76659
1465	73214	76610
1466	73262	76558
1467	73311	76507
1468	73356	76452
1469	73408	76404
1470	73455	76351
1471	73504	76300
1472	73555	76251
1473	73605	76201
1474	73651	76148
1475	73699	76096
1476	73753	76050
1477	73805	76002
1478	73854	75951
1479	73903	75901
1480	73960	75858
1481	74011	75809
1482	74059	75757
1483	74113	75711
1484	74163	75661
1485	74211	75609
1486	74265	75563
1487	74314	75512
1488	74364	75462
1489	74414	75413
1490	74469	75368
1491	74517	75316
1492	74563	75262
1493	74610	75209
1494	74656	75155
1495	74705	75105
1496	74753	75052
1497	74803	75003
1498	74849	74949
1499	74896	74896
1500	74951	74851
1501	75001	74801
1502	75052	74753
1503	75104	74704
1504	75149	74650
1505	75198	74599
1506	75243	74544
1507	75293	74494
1508	75344	74445
1509	75392	74394
1510	75446	74347
1511	75498	74299
1512	75548	74250
1513	75599	74201
1514	75650	74152
1515	75702	74104
1516	75753	74055
1517	75803	74006
1518	75853	73955
1519	75900	73902
1520	75945	73848
1521	75996	73799
1522	76045	73749
1523	76099	73702
1524	76150	73653
1525	76195	73599
1526	76242	73546
1527	76289	73493
1528	76333	73437
1529	76379	73383
1530	76425	73330
1531	76479	73284
1532	76530	73235
1533	76582	73187
1534	76629	73134
1535	76679	73084
1536	76729	73034
1537	76778	72984
1538	76826	72933
1539	76874	72881
1540	76923	72830
1541	76974	72781
1542	77022	72729
1543	77068	72676
1544	77117	72625
1545	77163	72571
1546	77217	72525
1547	77266	72475
1548	77316	72424
1549	77362	72370
1550	77410	72319
1551	77463	72272
1552	77513	72222
1553	77563	72172
1554	77609	72119
1555	77657	72067
1556	77707	72018
1557	77755	71966
1558	77806	71917
1559	77856	71867
1560	77900	71812
1561	77949	71761
1562	77994	71706
1563	78040	71653
1564	78091	71605
1565	78138	71551
1566	78188	71501
1567	78235	71450
1568	78286	71400
1569	78332	71347
1570	78381	71296
1571	78429	71244
1572	78479	71195
1573	78528	71144
1574	78578	71095
1575	78624	71041
1576	78671	70989
1577	78719	70937
1578	78765	70884
1579	78811	70830
1580	78859	70778
1581	78906	70726
1582	78954	70675
1583	79002	70623
1584	79051	70572
1585	79100	70521
1586	79148	70470
1587	79197	70419
1588	79244	70367
1589	79293	70316
1590	79343	70266
1591	79387	70212
1592	79436	70161
1593	79484	70109
1594	79530	70056
1595	79574	70001
1596	79622	69950
1597	79674	69902
1598	79722	69850
1599	79770	69798
1600	79818	69747
1601	79871	69700
1602	79919	69648
1603	79975	69604
1604	80030	69558
1605	80073	69503
1606	80121	69451
1607	80168	69400
1608	80219	69350
1609	80265	69297
1610	80319	69251
1611	80374	69205
1612	80425	69157
1613	80475	69107
1614	80525	69057
1615	80576	69008
1616	80623	68956
1617	80672	68905
1618	80720	68854
1619	80775	68808
1620	80827	68760
1621	80875	68708
1622	80927	68661
1623	80977	68611
1624	81026	68561
1625	81076	68510
1626	81125	68460
1627	81181	68415
1628	81235	68369
1629	81286	68320
1630	81334	68269
1631	81383	68218
1632	81435	68170
1633	81493	68127
1634	81540	68075
1635	81592	68026
1636	81642	67976
1637	81695	67930
1638	81746	67880
1639	81805	67838
1640	81854	67788
1641	81905	67738
1642	81953	67687
1643	82000	67635
1644	82049	67584
1645	82095	67531
1646	82149	67484
1647	82195	67431
1648	82246	67383
1649	82298	67335
1650	82351	67287
1651	82407	67243
1652	82459	67194
1653	82508	67144
1654	82560	67096
1655	82607	67043
1656	82660	66996
1657	82709	66945
1658	82761	66897
1659	82814	66850
1660	82862	66798
1661	82907	66745
1662	82956	66694
1663	83008	66646
