iter	Passed	Remaining
1664	83063	66600
1665	83112	66549
1666	83160	66498
1667	83212	66450
1668	83259	66397
1669	83308	66347
1670	83365	66303
1671	83419	66256
1672	83466	66204
1673	83517	66155
1674	83564	66103
1675	83616	66054
1676	83669	66007
1677	83718	65957
1678	83765	65905
1679	83814	65853
1680	83868	65807
1681	83918	65757
1682	83970	65709
1683	84019	65658
1684	84069	65608
1685	84118	65558
1686	84167	65508
1687	84214	65455
1688	84262	65404
1689	84310	65353
1690	84360	65303
1691	84404	65248
1692	84454	65198
1693	84516	65158
1694	84561	65105
1695	84609	65053
1696	84657	65002
1697	84705	64951
1698	84756	64901
1699	84805	64851
1700	84854	64800
1701	84901	64748
1702	84949	64697
1703	84996	64645
1704	85046	64595
1705	85092	64542
1706	85141	64491
1707	85189	64440
1708	85242	64393
1709	85291	64342
1710	85341	64292
1711	85392	64243
1712	85442	64193
1713	85490	64143
1714	85536	64090
1715	85586	64040
1716	85631	63986
1717	85678	63934
1718	85729	63885
1719	85783	63838
1720	85832	63788
1721	85883	63738
1722	85932	63688
1723	85977	63635
1724	86029	63586
1725	86081	63539
1726	86130	63488
1727	86178	63436
1728	86228	63387
1729	86276	63336
1730	86325	63285
1731	86374	63234
1732	86423	63184
1733	86476	63136
1734	86525	63086
1735	86579	63039
1736	86628	62988
1737	86682	62942
1738	86730	62890
1739	86780	62841
1740	86834	62794
1741	86882	62742
1742	86935	62695
1743	86985	62645
1744	87041	62599
1745	87094	62552
1746	87138	62498
1747	87188	62448
1748	87242	62401
1749	87298	62356
1750	87347	62305
1751	87393	62252
1752	87447	62206
1753	87503	62160
1754	87554	62111
1755	87604	62061
1756	87650	62008
1757	87702	61960
1758	87752	61910
1759	87801	61860
1760	87851	61810
1761	87902	61760
1762	87951	61710
1763	88007	61665
1764	88059	61616
1765	88107	61565
1766	88157	61515
1767	88209	61467
1768	88261	61419
1769	88309	61367
1770	88353	61313
1771	88404	61264
1772	88454	61214
1773	88502	61163
1774	88555	61115
1775	88601	61063
1776	88653	61014
1777	88706	60967
1778	88759	60919
1779	88812	60871
1780	88860	60820
1781	88914	60773
1782	88964	60723
1783	89017	60675
1784	89067	60625
1785	89116	60575
1786	89164	60523
1787	89209	60470
1788	89254	60417
1789	89298	60363
1790	89346	60312
1791	89395	60261
1792	89446	60212
1793	89490	60159
1794	89537	60107
1795	89588	60058
1796	89634	60005
1797	89680	59953
1798	89725	59900
1799	89775	59850
1800	89822	59798
1801	89870	59747
1802	89923	59699
1803	89973	59649
1804	90020	59598
1805	90072	59549
1806	90123	59500
1807	90171	59449
1808	90218	59397
1809	90272	59350
1810	90320	59299
1811	90366	59246
1812	90414	59195
1813	90463	59145
1814	90523	59101
1815	90575	59053
1816	90626	59004
1817	90671	58951
1818	90718	58899
1819	90765	58848
1820	90808	58793
1821	90856	58742
1822	90909	58694
1823	90953	58641
1824	91004	58591
1825	91056	58543
1826	91101	58490
1827	91150	58440
1828	91204	58392
1829	91250	58340
1830	91301	58291
1831	91350	58240
1832	91398	58189
1833	91445	58138
1834	91494	58087
1835	91539	58034
1836	91587	57983
1837	91633	57931
1838	91682	57881
1839	91736	57833
1840	91783	57782
1841	91836	57734
1842	91888	57685
1843	91936	57634
1844	91988	57586
1845	92044	57540
1846	92089	57487
1847	92141	57438
1848	92193	57390
1849	92247	57342
1850	92301	57296
1851	92354	57247
1852	92402	57196
1853	92456	57149
1854	92504	57098
1855	92556	57049
1856	92606	57000
1857	92655	56949
1858	92709	56902
1859	92765	56856
1860	92814	56805
1861	92866	56757
1862	92915	56706
1863	92965	56656
1864	93019	56609
1865	93069	56559
1866	93117	56509
1867	93162	56455
1868	93211	56405
1869	93264	56357
1870	93316	56309
1871	93360	56255
1872	93409	56205
1873	93455	56153
1874	93505	56103
1875	93556	56054
1876	93609	56005
1877	93660	55956
1878	93713	55908
1879	93762	55858
1880	93816	55810
1881	93866	55761
1882	93915	55710
1883	93959	55657
1884	94007	55606
1885	94057	55556
1886	94108	55507
1887	94157	55457
1888	94208	55408
1889	94257	55357
1890	94306	55307
1891	94357	55258
1892	94405	55207
1893	94452	55155
1894	94499	55103
1895	94554	55056
1896	94604	55007
1897	94660	54960
1898	94712	54912
1899	94764	54863
1900	94809	54811
1901	94858	54760
1902	94903	54708
1903	94950	54656
1904	94992	54601
1905	95043	54552
1906	95099	54506
1907	95149	54456
1908	95198	54406
1909	95247	54356
1910	95294	54304
1911	95340	54252
1912	95390	54202
1913	95443	54154
1914	95494	54105
1915	95541	54053
1916	95584	53999
1917	95633	53949
1918	95679	53897
1919	95726	53846
1920	95776	53796
1921	95827	53747
1922	95875	53696
1923	95925	53646
1924	95972	53595
1925	96020	53544
1926	96070	53494
1927	96123	53446
1928	96168	53393
1929	96216	53342
1930	96265	53292
1931	96312	53241
1932	96359	53189
1933	96408	53139
1934	96461	53091
1935	96508	53039
1936	96561	52991
1937	96612	52942
1938	96659	52891
1939	96706	52839
1940	96757	52790
1941	96807	52740
1942	96857	52690
1943	96903	52638
1944	96949	52586
1945	97003	52539
1946	97052	52489
1947	97101	52438
1948	97149	52388
1949	97199	52338
1950	97245	52286
1951	97297	52237
1952	97345	52186
1953	97390	52134
1954	97438	52083
1955	97491	52035
1956	97539	51984
1957	97590	51935
1958	97644	51887
1959	97688	51834
1960	97740	51785
1961	97789	51735
1962	97840	51686
1963	97890	51636
1964	97938	51585
1965	97992	51538
1966	98049	51491
1967	98095	51440
1968	98143	51389
1969	98201	51344
1970	98249	51293
1971	98298	51242
1972	98349	51193
1973	98398	51143
1974	98448	51093
1975	98497	51043
1976	98543	50991
1977	98592	50941
1978	98652	50896
1979	98697	50844
1980	98743	50792
1981	98791	50741
1982	98841	50691
1983	98889	50641
1984	98936	50589
1985	98986	50539
1986	99033	50488
1987	99082	50438
1988	99133	50389
1989	99190	50342
1990	99241	50293
1991	99290	50243
1992	99343	50195
1993	99390	50144
1994	99437	50092
1995	99484	50041
1996	99535	49992
1997	99588	49943
1998	99636	49893
1999	99686	49843
2000	99732	49791
2001	99781	49741
2002	99827	49689
2003	99876	49639
2004	99926	49589
2005	99975	49539
2006	100022	49488
2007	100074	49439
2008	100124	49389
2009	100171	49338
2010	100224	49289
2011	100270	49238
2012	100321	49188
2013	100371	49138
2014	100419	49088
2015	100467	49037
2016	100513	48985
2017	100560	48934
2018	100610	48884
2019	100658	48834
2020	100708	48784
2021	100757	48734
2022	100802	48682
2023	100850	48631
2024	100897	48580
2025	100942	48528
2026	100986	48475
2027	101041	48428
2028	101091	48378
2029	101140	48328
2030	101192	48279
2031	101239	48228
2032	101287	48177
2033	101338	48128
2034	101390	48079
2035	101443	48031
2036	101491	47980
2037	101543	47931
2038	101588	47879
2039	101632	47826
2040	101678	47775
2041	101723	47723
2042	101773	47673
2043	101819	47621
2044	101864	47569
2045	101915	47520
2046	101969	47473
2047	102018	47422
2048	102065	47371
2049	102116	47322
2050	102165	47271
2051	102211	47220
2052	102259	47169
2053	102310	47120
2054	102356	47069
2055	102408	47020
2056	102457	46969
2057	102502	46917
2058	102553	46868
2059	102601	46818
2060	102650	46768
2061	102697	46716
2062	102744	46665
2063	102797	46617
2064	102848	46567
2065	102896	46517
2066	102943	46466
2067	102990	46415
2068	103037	46364
2069	103081	46312
2070	103132	46262
2071	103179	46211
2072	103231	46162
2073	103282	46113
2074	103337	46066
2075	103388	46016
2076	103437	45966
2077	103489	45917
2078	103537	45867
2079	103589	45818
2080	103637	45767
2081	103683	45716
2082	103736	45668
2083	103783	45616
2084	103835	45568
2085	103881	45516
2086	103933	45467
2087	103980	45416
2088	104036	45369
2089	104087	45320
2090	104133	45269
2091	104180	45217
2092	104227	45166
2093	104280	45118
2094	104329	45068
2095	104377	45017
2096	104426	44967
2097	104478	44918
2098	104528	44868
2099	104580	44820
2100	104633	44771
2101	104685	44723
2102	104740	44675
2103	104788	44624
2104	104837	44574
2105	104884	44523
2106	104939	44475
2107	104988	44425
2108	105033	44374
2109	105081	44323
2110	105129	44272
2111	105177	44222
2112	105225	44171
2113	105278	44123
2114	105326	44072
2115	105374	44022
2116	105428	43974
2117	105476	43923
2118	105526	43873
2119	105582	43826
2120	105639	43780
2121	105687	43729
2122	105743	43682
2123	105792	43631
2124	105843	43582
2125	105889	43531
2126	105936	43480
2127	105985	43430
2128	106038	43381
2129	106092	43333
2130	106142	43283
2131	106192	43234
2132	106243	43184
2133	106288	43132
2134	106334	43081
2135	106383	43031
2136	106430	42980
2137	106475	42928
2138	106522	42877
2139	106571	42827
2140	106619	42777
2141	106668	42727
2142	106717	42676
2143	106761	42624
2144	106812	42575
2145	106860	42525
2146	106905	42473
2147	106949	42421
2148	106999	42371
2149	107048	42321
2150	107097	42271
2151	107146	42221
2152	107195	42171
2153	107237	42118
2154	107284	42067
2155	107333	42017
2156	107381	41966
2157	107425	41914
2158	107473	41864
2159	107529	41816
2160	107573	41764
2161	107626	41716
2162	107674	41665
2163	107720	41614
2164	107769	41564
2165	107819	41514
2166	107868	41464
2167	107916	41414
2168	107969	41365
2169	108016	41315
2170	108068	41266
2171	108118	41216
2172	108165	41165
2173	108214	41115
2174	108262	41064
2175	108318	41017
2176	108366	40967
2177	108418	40918
2178	108461	40866
2179	108506	40814
2180	108554	40764
2181	108602	40713
2182	108654	40664
2183	108703	40614
2184	108751	40564
2185	108806	40516
2186	108854	40465
2187	108903	40415
2188	108950	40365
2189	108999	40314
2190	109048	40264
2191	109095	40214
2192	109144	40164
2193	109193	40114
2194	109243	40064
2195	109293	40014
2196	109343	39964
2197	109388	39913
2198	109434	39862
2199	109483	39812
2200	109534	39762
2201	109580	39711
2202	109629	39661
2203	109680	39612
2204	109733	39563
2205	109784	39514
2206	109833	39464
2207	109884	39414
2208	109930	39364
2209	109975	39312
2210	110025	39262
2211	110080	39214
2212	110129	39164
2213	110180	39115
2214	110224	39063
2215	110269	39012
2216	110322	38963
2217	110371	38913
2218	110416	38862
2219	110467	38813
2220	110518	38763
2221	110566	38713
2222	110614	38663
2223	110665	38613
2224	110714	38563
2225	110763	38513
2226	110813	38463
2227	110866	38415
2228	110915	38364
2229	110961	38314
2230	111016	38266
2231	111060	38214
2232	111105	38163
2233	111154	38112
2234	111207	38064
2235	111252	38012
2236	111299	37962
2237	111348	37912
2238	111395	37861
2239	111442	37810
2240	111492	37761
2241	111539	37710
2242	111590	37661
2243	111640	37611
2244	111685	37560
2245	111735	37510
2246	111787	37461
2247	111836	37411
2248	111884	37361
2249	111933	37311
2250	111985	37262
2251	112032	37211
2252	112087	37163
2253	112142	37115
2254	112192	37065
2255	112242	37016
2256	112301	36969
2257	112351	36919
2258	112399	36869
2259	112445	36818
2260	112491	36767
2261	112538	36716
2262	112586	36666
2263	112632	36615
2264	112686	36567
2265	112731	36515
2266	112778	36465
2267	112829	36415
2268	112879	36366
2269	112929	36316
2270	112978	36266
2271	113029	36217
2272	113082	36168
2273	113129	36117
2274	113175	36066
2275	113221	36016
2276	113267	35965
2277	113311	35913
2278	113357	35862
2279	113405	35812
2280	113455	35762
2281	113506	35713
2282	113556	35663
2283	113607	35614
2284	113657	35564
2285	113709	35515
2286	113755	35464
2287	113799	35413
2288	113851	35364
2289	113897	35313
2290	113947	35263
2291	114000	35214
2292	114046	35163
2293	114098	35114
2294	114146	35064
2295	114191	35013
2296	114240	34963
2297	114288	34913
2298	114336	34862
2299	114391	34814
2300	114444	34766
2301	114490	34715
2302	114551	34668
2303	114608	34621
2304	114654	34570
2305	114702	34520
2306	114747	34469
2307	114793	34418
2308	114838	34366
2309	114887	34316
2310	114938	34267
2311	114988	34218
2312	115037	34167
2313	115086	34118
2314	115134	34067
2315	115183	34017
2316	115232	33967
2317	115285	33919
2318	115336	33869
2319	115387	33820
2320	115441	33772
2321	115489	33721
2322	115538	33671
2323	115585	33621
2324	115633	33570
2325	115679	33520
2326	115727	33469
2327	115776	33420
2328	115824	33369
2329	115871	33319
2330	115916	33268
2331	115961	33217
2332	116010	33167
2333	116066	33119
2334	116115	33069
2335	116162	33018
2336	116213	32969
2337	116261	32919
2338	116305	32867
2339	116351	32816
2340	116402	32767
2341	116453	32718
2342	116505	32669
2343	116560	32620
2344	116607	32570
2345	116659	32521
2346	116709	32471
2347	116763	32423
2348	116816	32374
2349	116864	32324
2350	116914	32274
2351	116965	32225
2352	117021	32177
2353	117073	32128
2354	117125	32078
2355	117175	32029
2356	117221	31978
2357	117270	31928
2358	117315	31877
2359	117366	31828
2360	117413	31777
2361	117462	31727
2362	117515	31678
2363	117567	31629
2364	117621	31581
2365	117671	31531
2366	117722	31482
2367	117770	31432
2368	117820	31382
2369	117871	31332
2370	117920	31283
2371	117971	31233
2372	118016	31182
2373	118061	31131
2374	118108	31081
2375	118157	31031
2376	118212	30983
2377	118257	30931
2378	118303	30881
2379	118352	30831
2380	118398	30780
2381	118448	30730
2382	118499	30681
2383	118548	30631
2384	118593	30580
2385	118641	30530
2386	118686	30479
2387	118735	30429
2388	118787	30380
2389	118841	30331
2390	118892	30282
2391	118939	30232
2392	118990	30182
2393	119038	30132
2394	119094	30084
2395	119145	30035
2396	119202	29987
2397	119248	29936
2398	119295	29886
2399	119341	29835
2400	119386	29784
2401	119431	29733
2402	119480	29683
2403	119533	29634
2404	119584	29585
2405	119630	29534
2406	119680	29484
2407	119727	29434
2408	119772	29383
2409	119815	29332
2410	119861	29281
2411	119916	29233
2412	119967	29184
2413	120027	29136
2414	120082	29088
2415	120141	29040
2416	120190	28990
2417	120246	28942
2418	120293	28892
2419	120340	28841
2420	120390	28792
2421	120443	28743
2422	120496	28694
2423	120544	28644
2424	120590	28593
2425	120647	28545
2426	120700	28496
2427	120752	28447
2428	120803	28398
2429	120851	28347
2430	120897	28297
2431	120950	28248
2432	120998	28198
2433	121047	28148
2434	121096	28098
2435	121148	28049
2436	121204	28000
2437	121257	27951
2438	121301	27900
2439	121351	27851
2440	121402	27801
2441	121456	27752
2442	121501	27702
2443	121548	27651
2444	121596	27601
2445	121645	27551
2446	121691	27501
2447	121737	27450
2448	121786	27400
2449	121835	27350
2450	121892	27302
2451	121943	27253
2452	121996	27204
2453	122057	27156
2454	122113	27108
2455	122168	27060
2456	122225	27011
2457	122278	26962
2458	122332	26914
2459	122385	26865
2460	122432	26814
2461	122483	26765
2462	122531	26715
2463	122582	26665
2464	122630	26615
2465	122686	26567
2466	122733	26516
2467	122786	26467
2468	122832	26417
2469	122877	26366
2470	122926	26316
2471	122975	26266
2472	123021	26216
2473	123074	26167
2474	123123	26117
2475	123173	26067
2476	123219	26016
2477	123271	25967
2478	123321	25917
2479	123367	25867
2480	123417	25817
2481	123465	25767
2482	123515	25717
2483	123568	25668
2484	123621	25619
2485	123673	25570
2486	123722	25520
2487	123771	25470
2488	123821	25420
2489	123871	25371
2490	123922	25321
2491	123967	25271
2492	124014	25220
2493	124068	25171
2494	124115	25121
2495	124163	25071
2496	124210	25021
2497	124254	24970
2498	124306	24921
2499	124360	24872
2500	124409	24822
2501	124455	24771
2502	124502	24721
2503	124561	24673
2504	124613	24624
2505	124664	24574
2506	124714	24524
2507	124770	24476
2508	124820	24426
2509	124867	24376
2510	124917	24326
2511	124971	24277
2512	125025	24228
2513	125083	24180
2514	125140	24132
2515	125191	24082
2516	125248	24034
2517	125302	23985
2518	125352	23935
2519	125399	23885
2520	125450	23836
2521	125497	23785
2522	125546	23735
2523	125597	23686
2524	125649	23636
2525	125695	23586
2526	125752	23538
2527	125807	23489
2528	125856	23439
2529	125905	23389
2530	125961	23340
2531	126005	23290
2532	126058	23240
2533	126108	23191
2534	126158	23141
2535	126212	23092
2536	126273	23044
2537	126324	22995
2538	126389	22948
2539	126437	22898
2540	126490	22848
2541	126540	22799
2542	126593	22750
2543	126641	22699
2544	126689	22649
2545	126737	22599
2546	126789	22550
2547	126838	22500
2548	126886	22450
2549	126937	22400
2550	126990	22351
2551	127042	22302
2552	127096	22253
2553	127146	22203
2554	127200	22154
2555	127251	22104
2556	127299	22054
2557	127353	22005
2558	127397	21954
2559	127448	21905
2560	127498	21855
2561	127544	21805
2562	127589	21754
2563	127646	21705
2564	127700	21656
2565	127749	21606
2566	127799	21557
2567	127865	21510
2568	127926	21462
2569	127977	21412
2570	128034	21364
2571	128086	21314
2572	128129	21263
2573	128173	21212
2574	128218	21162
2575	128273	21113
2576	128318	21062
2577	128367	21012
2578	128421	20963
2579	128474	20914
2580	128522	20864
2581	128568	20813
2582	128618	20764
2583	128666	20714
2584	128718	20664
2585	128775	20616
2586	128828	20566
2587	128886	20518
2588	128950	20470
2589	129009	20422
2590	129058	20372
2591	129107	20322
2592	129155	20272
2593	129207	20222
2594	129256	20172
2595	129302	20122
2596	129357	20073
2597	129416	20025
2598	129467	19975
2599	129514	19925
2600	129572	19876
2601	129619	19826
2602	129669	19776
2603	129720	19727
2604	129779	19678
2605	129825	19628
2606	129876	19578
2607	129931	19529
2608	129980	19479
2609	130027	19429
2610	130077	19379
2611	130128	19329
2612	130179	19280
2613	130226	19230
2614	130275	19180
2615	130325	19130
2616	130378	19080
2617	130427	19031
2618	130481	18981
2619	130533	18932
2620	130586	18883
2621	130636	18833
2622	130689	18783
2623	130742	18734
2624	130791	18684
2625	130843	18634
2626	130891	18584
2627	130939	18534
2628	130989	18484
2629	131036	18434
2630	131094	18386
2631	131140	18335
2632	131198	18287
2633	131248	18237
2634	131296	18187
2635	131345	18137
2636	131397	18087
2637	131447	18037
2638	131499	17988
2639	131548	17938
2640	131593	17887
2641	131645	17838
2642	131698	17789
2643	131746	17739
2644	131791	17688
2645	131844	17639
2646	131895	17589
2647	131944	17539
2648	131995	17489
2649	132050	17440
2650	132098	17390
2651	132146	17340
2652	132195	17290
2653	132240	17240
2654	132288	17190
2655	132338	17140
2656	132397	17091
2657	132442	17041
2658	132492	16991
2659	132547	16942
2660	132601	16892
2661	132657	16843
2662	132706	16793
2663	132757	16744
2664	132806	16694
2665	132853	16644
2666	132903	16594
2667	132947	16543
2668	132995	16493
2669	133040	16443
2670	133096	16394
2671	133139	16343
2672	133191	16293
2673	133239	16243
2674	133293	16194
2675	133341	16144
2676	133390	16094
2677	133438	16044
2678	133489	15994
2679	133539	15945
2680	133589	15895
2681	133637	15845
2682	133688	15795
2683	133738	15745
2684	133785	15695
2685	133834	15645
2686	133885	15595
2687	133931	15545
2688	133980	15495
2689	134038	15446
2690	134087	15396
2691	134133	15346
2692	134181	15296
2693	134225	15246
2694	134276	15196
2695	134322	15146
2696	134368	15095
2697	134416	15045
2698	134462	14995
2699	134516	14946
2700	134567	14896
2701	134616	14846
2702	134661	14796
2703	134708	14746
2704	134753	14695
2705	134795	14645
2706	134843	14595
2707	134893	14545
2708	134937	14494
2709	134988	14445
2710	135035	14395
2711	135080	14344
2712	135127	14294
2713	135173	14244
2714	135222	14194
2715	135277	14145
2716	135332	14096
2717	135381	14046
2718	135429	13996
2719	135481	13946
2720	135541	13897
2721	135590	13848
2722	135635	13797
2723	135683	13747
2724	135726	13697
2725	135771	13646
2726	135816	13596
2727	135860	13546
2728	135905	13495
2729	135954	13446
2730	135997	13395
2731	136043	13345
2732	136090	13295
2733	136141	13245
2734	136186	13195
2735	136233	13145
2736	136284	13095
2737	136335	13045
2738	136382	12995
2739	136430	12945
2740	136481	12896
2741	136536	12846
2742	136587	12797
2743	136637	12747
2744	136686	12697
2745	136737	12647
2746	136786	12598
2747	136830	12547
2748	136877	12497
2749	136922	12447
2750	136972	12397
2751	137025	12348
2752	137075	12298
2753	137120	12248
2754	137174	12198
2755	137226	12149
2756	137275	12099
2757	137326	12049
2758	137383	12000
2759	137431	11950
2760	137481	11900
2761	137533	11851
2762	137580	11801
2763	137630	11751
2764	137673	11701
2765	137720	11650
2766	137772	11601
2767	137820	11551
2768	137872	11501
2769	137920	11451
2770	137965	11401
2771	138015	11351
2772	138059	11301
2773	138111	11252
2774	138159	11202
2775	138207	11152
2776	138251	11101
2777	138296	11051
2778	138346	11002
2779	138393	10952
2780	138445	10902
2781	138495	10852
2782	138550	10803
2783	138599	10753
2784	138644	10703
2785	138688	10653
2786	138737	10603
2787	138782	10553
2788	138836	10503
2789	138884	10453
2790	138932	10403
2791	138985	10354
2792	139036	10304
2793	139089	10254
2794	139140	10205
2795	139187	10155
2796	139237	10105
2797	139293	10056
2798	139349	10006
2799	139396	9956
2800	139444	9906
2801	139492	9857
2802	139540	9807
2803	139587	9757
2804	139639	9707
2805	139689	9657
2806	139733	9607
2807	139790	9558
2808	139836	9508
2809	139889	9458
2810	139947	9409
2811	140008	9360
2812	140071	9311
2813	140133	9262
2814	140186	9212
2815	140239	9163
2816	140294	9113
2817	140341	9063
2818	140394	9014
2819	140451	8965
2820	140496	8914
2821	140544	8864
2822	140589	8814
2823	140637	8764
2824	140685	8715
2825	140747	8665
2826	140797	8616
2827	140843	8566
2828	140893	8516
2829	140938	8466
2830	140986	8416
2831	141033	8366
2832	141086	8316
2833	141141	8267
2834	141200	8218
2835	141264	8169
2836	141321	8119
2837	141378	8070
2838	141436	8020
2839	141487	7971
2840	141537	7921
2841	141597	7872
2842	141647	7822
2843	141702	7772
2844	141757	7723
2845	141812	7673
2846	141862	7623
2847	141915	7574
2848	141966	7524
2849	142016	7474
2850	142061	7424
2851	142110	7374
2852	142159	7324
2853	142206	7274
2854	142259	7225
2855	142306	7175
2856	142355	7125
2857	142404	7075
2858	142448	7025
2859	142495	6975
2860	142549	6925
2861	142595	6875
2862	142647	6825
2863	142696	6776
2864	142742	6726
2865	142784	6675
2866	142835	6626
2867	142886	6576
2868	142932	6526
2869	142979	6476
2870	143030	6426
2871	143085	6377
2872	143140	6327
2873	143185	6277
2874	143237	6227
2875	143295	6178
2876	143340	6128
2877	143390	6078
2878	143438	6028
2879	143485	5978
2880	143530	5928
2881	143579	5878
2882	143632	5828
2883	143678	5779
2884	143736	5729
2885	143787	5679
2886	143833	5629
2887	143886	5580
2888	143934	5530
2889	143981	5480
2890	144028	5430
2891	144075	5380
2892	144126	5330
2893	144176	5280
2894	144220	5230
2895	144265	5180
2896	144316	5131
2897	144359	5080
2898	144414	5031
2899	144463	4981
2900	144519	4931
2901	144571	4882
2902	144622	4832
2903	144670	4782
2904	144715	4732
2905	144768	4682
2906	144819	4633
2907	144864	4583
2908	144916	4533
2909	144964	4483
2910	145010	4433
2911	145051	4383
2912	145098	4333
2913	145151	4283
2914	145200	4233
2915	145247	4184
2916	145297	4134
2917	145349	4084
2918	145397	4034
2919	145447	3984
2920	145500	3935
2921	145553	3885
2922	145607	3835
2923	145657	3785
2924	145708	3736
2925	145751	3686
2926	145802	3636
2927	145852	3586
2928	145898	3536
2929	145944	3486
2930	145991	3436
2931	146046	3387
2932	146094	3337
2933	146138	3287
2934	146191	3237
2935	146237	3187
2936	146296	3138
2937	146347	3088
2938	146393	3038
2939	146439	2988
2940	146486	2938
2941	146538	2888
2942	146586	2839
2943	146633	2789
2944	146679	2739
2945	146725	2689
2946	146771	2639
2947	146818	2589
2948	146869	2539
2949	146914	2490
2950	146963	2440
2951	147016	2390
2952	147071	2340
2953	147126	2291
2954	147176	2241
2955	147224	2191
2956	147271	2141
2957	147318	2091
2958	147364	2041
2959	147416	1992
2960	147463	1942
2961	147514	1892
2962	147564	1842
2963	147608	1792
2964	147653	1742
2965	147704	1693
2966	147749	1643
2967	147797	1593
2968	147843	1543
2969	147888	1493
2970	147941	1444
2971	147992	1394
2972	148042	1344
2973	148089	1294
2974	148141	1244
2975	148189	1195
2976	148240	1145
2977	148296	1095
2978	148341	1045
2979	148392	995
2980	148439	946
2981	148485	896
2982	148537	846
2983	148581	796
2984	148628	746
2985	148674	697
2986	148719	647
2987	148766	597
2988	148812	547
2989	148857	497
2990	148911	448
2991	148961	398
2992	149010	348
2993	149064	298
2994	149119	248
2995	149170	199
2996	149221	149
2997	149269	99
2998	149314	49
2999	149368	0
