iter	Logloss
268	0.2570209076
269	0.2568861916
270	0.2567497729
271	0.2566159893
272	0.2564858734
273	0.2563505583
274	0.2562270649
275	0.2560948094
276	0.2559659635
277	0.2558415861
278	0.2557217118
279	0.2555984649
280	0.2554584212
281	0.2553220829
282	0.2552021328
283	0.2550657205
284	0.2549359915
285	0.2548190155
286	0.2546934163
287	0.2545632101
288	0.2544269322
289	0.254294769
290	0.2541730574
291	0.2540454157
292	0.2539266986
293	0.2538063934
294	0.2536851202
295	0.253554662
296	0.2534392036
297	0.2533385021
298	0.2532148588
299	0.2530948758
300	0.2529696726
301	0.2528639946
302	0.2527485934
303	0.2526254639
304	0.2524923423
305	0.2523860833
306	0.2522643055
307	0.2521453668
308	0.2520263296
309	0.2519122203
310	0.251798016
311	0.2516734351
312	0.2515419417
313	0.251431551
314	0.2513133485
315	0.2511921612
316	0.2510784392
317	0.2509602072
318	0.2508352205
319	0.2507149518
320	0.2506022435
321	0.2504836095
322	0.2503736475
323	0.2502534385
324	0.2501482829
325	0.2500262848
326	0.2499049556
327	0.2497857101
328	0.2496701355
329	0.2495646412
330	0.249439904
331	0.2493362484
332	0.2492355156
333	0.2491262282
334	0.2490175882
335	0.2489053547
336	0.2488001869
337	0.2486896276
338	0.2485993457
339	0.2484936922
340	0.2483813984
341	0.2482753372
342	0.2481664728
343	0.2480501723
344	0.2479477157
345	0.2478368054
346	0.2477307496
347	0.2476175821
348	0.2475199015
349	0.2474133811
350	0.2473134496
351	0.2472000665
352	0.2470866394
353	0.2469816202
354	0.246860031
355	0.2467592536
356	0.246652402
357	0.2465513986
358	0.2464537452
359	0.246357528
360	0.2462481698
361	0.246141825
362	0.2460479779
363	0.2459429491
364	0.2458510454
365	0.2457452456
366	0.2456398885
367	0.2455369195
368	0.2454382502
369	0.2453365232
370	0.2452319925
371	0.2451247441
372	0.2450155301
373	0.2449122451
374	0.2448114437
375	0.2447168103
376	0.2446172751
377	0.244510455
378	0.2444097871
379	0.2443226373
380	0.2442293444
381	0.2441252659
382	0.2440266121
383	0.2439191482
384	0.2438273877
385	0.2437296379
386	0.2436285451
387	0.2435321548
388	0.243430275
389	0.2433327853
390	0.2432329413
391	0.2431374483
392	0.2430463845
393	0.2429458832
394	0.2428488542
395	0.2427590038
396	0.2426682354
397	0.242568321
398	0.2424770244
399	0.2423697078
400	0.2422749757
401	0.2421873358
402	0.2421000585
403	0.2419991459
404	0.2419102069
405	0.2418166219
406	0.2417234733
407	0.2416264191
408	0.2415326242
409	0.2414434755
410	0.241360981
411	0.2412758069
412	0.2411870832
413	0.241086348
414	0.24099487
415	0.2409056784
416	0.2408162117
417	0.240727512
418	0.2406467522
419	0.2405584465
420	0.2404642466
421	0.2403818286
422	0.2402899063
423	0.2401868894
424	0.2401031159
425	0.2400030919
426	0.2399126294
427	0.2398201224
428	0.2397320185
429	0.2396428428
430	0.2395510179
431	0.239461835
432	0.2393778783
433	0.2392856223
434	0.2391890911
435	0.2390992306
436	0.2390091655
437	0.238924587
438	0.2388359831
439	0.2387506361
440	0.2386500854
441	0.2385615986
442	0.2384766756
443	0.2383969364
444	0.2383149919
445	0.238237994
446	0.2381629929
447	0.2380737223
448	0.2379828886
449	0.2378976346
450	0.2378086838
451	0.2377278489
452	0.237647962
453	0.2375650533
454	0.2374755036
455	0.2373951036
456	0.2373147506
457	0.2372371894
458	0.2371571413
459	0.2370738709
460	0.2369914693
461	0.2369002195
462	0.2368209225
463	0.2367388476
464	0.236656567
465	0.2365624277
466	0.2364839449
467	0.236399069
468	0.2363117645
469	0.2362254501
470	0.2361414563
471	0.2360673325
472	0.2359870248
473	0.23590975
474	0.23583422
475	0.2357594279
476	0.2356731922
477	0.2355949676
478	0.2355217631
479	0.2354359691
480	0.2353531031
481	0.2352760991
482	0.2351967679
483	0.23511404
484	0.2350202607
485	0.234947114
486	0.2348670708
487	0.2347868805
488	0.2346988131
489	0.234612073
490	0.2345355872
491	0.2344494667
492	0.2343733427
493	0.234295176
494	0.2342189606
495	0.2341280195
496	0.234046985
497	0.2339722101
498	0.2338869313
499	0.233814154
500	0.2337526435
501	0.2336781606
502	0.2335938822
503	0.2335014409
504	0.2334266265
505	0.2333476749
506	0.2332740596
507	0.2331976257
508	0.2331269257
509	0.2330449143
510	0.232969114
511	0.2328987201
512	0.232827723
513	0.2327412727
514	0.2326708331
515	0.2325958543
516	0.2325229503
517	0.2324423228
518	0.2323688053
519	0.2322902952
520	0.2322135729
521	0.2321438893
522	0.2320672126
523	0.2319910294
524	0.2319225959
525	0.2318484883
526	0.2317733597
527	0.231702998
528	0.2316250784
529	0.231551411
530	0.2314802512
531	0.2314074664
532	0.2313343151
533	0.2312642823
534	0.2311934882
535	0.2311164502
536	0.2310350468
537	0.2309697028
538	0.230895928
539	0.2308078023
540	0.2307269448
541	0.230660223
542	0.230589113
543	0.2305138198
544	0.2304412094
545	0.2303798643
546	0.2303106345
547	0.2302470293
548	0.2301818994
549	0.2301160019
550	0.230051178
551	0.2299740053
552	0.2299068762
553	0.2298366323
554	0.2297697036
555	0.2296946996
556	0.2296270814
557	0.2295553412
558	0.2294881647
559	0.2294255485
560	0.2293626776
561	0.2292927468
562	0.2292147704
563	0.2291566994
564	0.2290888947
565	0.2290105605
566	0.2289416459
567	0.228873141
568	0.228810071
569	0.22874486
570	0.2286829319
571	0.2286219506
572	0.2285584361
573	0.228492203
574	0.2284318504
575	0.2283584045
576	0.2282917948
577	0.2282307207
578	0.2281578466
579	0.2280943766
580	0.2280306157
581	0.2279642269
582	0.2278943686
583	0.2278251548
584	0.2277602447
585	0.2276893562
586	0.2276226993
587	0.2275572551
588	0.2274888737
589	0.2274223517
590	0.2273636932
591	0.2273038308
592	0.227229509
593	0.2271628257
594	0.227095838
595	0.2270199423
596	0.2269624795
597	0.2268925925
598	0.2268336673
599	0.2267706809
600	0.2267131914
601	0.2266543417
602	0.2265942807
603	0.2265355953
604	0.2264645951
605	0.2263917577
606	0.226327392
607	0.2262618813
608	0.2262073354
609	0.2261453096
610	0.2260776956
611	0.2260083345
612	0.225944886
613	0.2258809772
614	0.2258149238
615	0.2257552456
616	0.225691704
617	0.2256374947
618	0.2255741901
619	0.2255079007
620	0.2254368952
621	0.2253742256
622	0.2253073475
623	0.2252456432
624	0.2251881122
625	0.225125581
626	0.2250669187
627	0.2250041376
628	0.2249395888
629	0.2248777745
630	0.2248178277
631	0.2247672506
632	0.2247087851
633	0.2246493819
634	0.2245869683
635	0.2245330025
636	0.2244705156
637	0.224406787
638	0.22433879
639	0.224281896
640	0.2242198949
641	0.2241636774
642	0.2240997339
643	0.2240425593
644	0.2239855421
645	0.2239286466
646	0.2238723516
647	0.2238119238
648	0.2237492333
649	0.2236864001
650	0.2236239484
651	0.223561369
652	0.2235029113
653	0.2234397402
654	0.2233829099
655	0.2233257928
656	0.2232654654
657	0.2232009955
658	0.2231444879
659	0.2230803711
660	0.2230224117
661	0.2229575682
662	0.2229033577
663	0.2228498989
664	0.2227796719
665	0.2227238826
666	0.2226668348
667	0.2226157123
668	0.2225536695
669	0.2224985732
670	0.2224483924
671	0.2224010979
672	0.222340819
673	0.2222791109
674	0.2222250587
675	0.2221628618
676	0.2221101053
677	0.2220473751
678	0.2219856449
679	0.2219285734
680	0.2218727285
681	0.2218156725
682	0.2217657151
683	0.2217141048
684	0.2216594881
685	0.2216113815
686	0.2215560849
687	0.2214990681
688	0.2214426206
689	0.221386954
690	0.2213295972
691	0.2212793138
692	0.2212313102
693	0.2211735371
694	0.2211212759
695	0.2210597081
696	0.2210051405
697	0.2209471148
698	0.2208933
699	0.2208396287
700	0.2207869043
701	0.2207332161
702	0.22067444
703	0.2206171902
704	0.2205665266
705	0.2205065158
706	0.220459736
707	0.2204003532
708	0.220343368
709	0.2202955998
710	0.2202478102
711	0.2201943959
712	0.2201395024
713	0.2200825915
714	0.2200270837
715	0.2199826512
716	0.2199322965
717	0.2198777914
718	0.2198215716
719	0.2197664347
720	0.2197107713
721	0.2196554274
722	0.2195986979
723	0.2195493289
724	0.2194985118
725	0.2194510752
726	0.2193926476
727	0.2193446313
728	0.2192882819
729	0.2192357889
730	0.2191816732
731	0.2191350177
732	0.219082203
733	0.219034699
734	0.2189789896
735	0.218920919
736	0.2188721577
737	0.2188197136
738	0.2187694017
739	0.2187206592
740	0.2186693257
741	0.2186191297
742	0.2185820912
743	0.2185285984
744	0.2184754241
745	0.2184232056
746	0.2183748502
747	0.2183261564
748	0.2182812444
749	0.218226077
750	0.2181718779
751	0.2181247886
752	0.2180627571
753	0.2180050843
754	0.2179588028
755	0.2179164033
756	0.2178637396
757	0.2178139549
758	0.2177619051
759	0.2177085985
760	0.2176536993
761	0.2176105193
762	0.2175562519
763	0.2175041412
764	0.2174536169
765	0.2174074617
766	0.217361771
767	0.2173101676
768	0.2172569153
769	0.2172082699
770	0.2171559939
771	0.2170988484
772	0.217047312
773	0.2169958845
774	0.2169421916
775	0.2168850648
776	0.2168354274
777	0.2167761342
778	0.2167318082
779	0.2166900876
780	0.2166421981
781	0.2166024521
782	0.2165586117
783	0.2165157416
784	0.216465289
785	0.2164100163
786	0.2163627572
787	0.2163157102
788	0.216264072
789	0.2162141088
790	0.2161656359
791	0.2161157093
792	0.2160705921
793	0.2160180946
794	0.2159676405
795	0.2159184123
796	0.215871921
797	0.2158192752
798	0.2157749541
799	0.2157246843
800	0.2156761188
801	0.2156278964
802	0.2155782756
803	0.21553607
804	0.2154921199
805	0.2154408963
806	0.2153909618
807	0.2153457429
808	0.2153029195
809	0.2152630119
810	0.2152170961
811	0.2151723787
812	0.2151230253
813	0.2150755994
814	0.2150292535
815	0.2149765827
816	0.2149244017
817	0.2148775077
818	0.2148202908
819	0.2147722432
820	0.2147312366
821	0.2146911409
822	0.2146376916
823	0.2145860254
824	0.2145429263
825	0.21449795
826	0.2144449511
827	0.2143960457
828	0.2143530992
829	0.214312855
830	0.2142623778
831	0.2142218068
832	0.2141691572
833	0.2141203571
834	0.2140748242
835	0.2140284252
836	0.2139876419
837	0.2139412757
838	0.2138891365
839	0.2138452849
840	0.2137984564
841	0.2137508488
842	0.2137061218
843	0.2136695129
844	0.2136271119
845	0.2135809461
846	0.213541675
847	0.2134999306
848	0.2134552201
849	0.2134155551
850	0.2133607204
851	0.2133123687
852	0.213275507
853	0.2132330408
854	0.213189345
855	0.2131451248
856	0.2131004146
857	0.213056786
858	0.213016077
859	0.2129681768
860	0.2129267534
861	0.212884172
862	0.2128343521
863	0.2127911415
864	0.2127489676
865	0.2127065933
866	0.2126515648
867	0.2126132214
868	0.2125734961
869	0.2125319846
870	0.2124863748
871	0.2124436456
872	0.2124022681
873	0.2123628841
874	0.2123150673
875	0.2122754782
876	0.212235613
877	0.2121905275
878	0.2121454279
879	0.2121004385
880	0.21206563
881	0.2120255483
882	0.2119857781
883	0.21193719
884	0.2118948374
885	0.2118472125
886	0.2118045483
887	0.2117640804
888	0.2117215625
889	0.2116849334
890	0.211650595
891	0.211610817
892	0.2115723961
893	0.2115288308
894	0.2114844845
895	0.2114363849
896	0.2113923743
897	0.2113509401
898	0.2113110964
899	0.211272355
900	0.211229754
901	0.2111924324
902	0.2111467141
903	0.2111106043
904	0.2110685515
905	0.2110218426
906	0.2109821586
907	0.210937364
908	0.2108953977
909	0.2108556709
910	0.2108120073
911	0.2107798549
912	0.2107365077
913	0.2106967292
914	0.2106581821
915	0.2106155814
916	0.2105736878
917	0.2105336559
918	0.2104968401
919	0.2104546652
920	0.2104161296
921	0.2103720255
922	0.210329273
923	0.2102901645
924	0.2102514104
925	0.2102142788
926	0.2101719727
927	0.2101388073
928	0.2100932776
929	0.2100655093
930	0.2100312744
931	0.2099875403
932	0.2099479514
933	0.2099127276
934	0.2098763442
935	0.2098339817
936	0.2097889569
937	0.2097508168
938	0.2097109931
939	0.2096776796
940	0.2096419854
941	0.2095960511
942	0.2095527955
943	0.20950125
944	0.2094610976
945	0.2094186518
946	0.209377263
947	0.2093406372
948	0.2092989512
949	0.2092574686
950	0.2092159752
951	0.2091767153
952	0.2091436261
953	0.2091050442
954	0.20906834
955	0.2090294021
956	0.208989403
957	0.2089441481
958	0.2089006139
959	0.2088672504
960	0.2088301215
961	0.2087920634
962	0.2087519127
963	0.2087119157
964	0.2086802267
965	0.2086454828
966	0.2086096409
967	0.2085727978
968	0.2085305308
969	0.2084925142
970	0.2084462853
971	0.2084096782
972	0.208373496
973	0.2083337558
974	0.2082944208
975	0.2082485528
976	0.2082201544
977	0.2081827107
978	0.2081501229
979	0.2081081835
980	0.2080599368
981	0.2080165968
982	0.2079798107
983	0.2079442602
984	0.2079035888
985	0.2078672506
986	0.2078263792
987	0.2077822374
988	0.2077402844
989	0.2076999951
990	0.2076684251
991	0.2076328861
992	0.2075938182
993	0.2075567748
994	0.2075188793
995	0.207475597
996	0.2074382739
997	0.2074009279
998	0.2073687099
999	0.2073360183
1000	0.2072999608
1001	0.2072660403
1002	0.2072331909
1003	0.2071899035
1004	0.2071586889
1005	0.2071256269
1006	0.207088809
1007	0.2070537178
1008	0.2070176686
1009	0.2069835372
1010	0.2069411272
1011	0.2069000477
1012	0.2068610583
1013	0.2068296997
1014	0.2067931656
1015	0.2067568526
1016	0.2067164805
1017	0.2066799077
1018	0.2066484285
1019	0.2066061303
1020	0.2065694866
1021	0.206533048
1022	0.2064912335
1023	0.206457634
1024	0.2064173409
1025	0.2063842712
1026	0.2063463713
1027	0.206307405
1028	0.2062734591
1029	0.2062344537
1030	0.2061934084
1031	0.2061519901
1032	0.2061174044
1033	0.2060809571
1034	0.2060417511
1035	0.2060077404
1036	0.2059676271
1037	0.2059288035
1038	0.2058946034
1039	0.2058621483
1040	0.2058242806
1041	0.2057878353
1042	0.2057425113
1043	0.2057065619
1044	0.2056761631
1045	0.205639866
1046	0.2055988868
1047	0.2055662238
1048	0.2055333163
1049	0.2054961805
1050	0.2054647527
1051	0.205435967
1052	0.2053976925
1053	0.2053580308
1054	0.2053239401
1055	0.2052905683
1056	0.2052598686
1057	0.2052302879
1058	0.2051909615
1059	0.2051541235
1060	0.2051186217
1061	0.2050807181
1062	0.2050419661
1063	0.2050042167
1064	0.2049682464
1065	0.2049340268
1066	0.2049037266
1067	0.2048668163
1068	0.2048188625
1069	0.2047828826
1070	0.2047474812
1071	0.2047136409
1072	0.2046716644
1073	0.2046414413
1074	0.2046087277
1075	0.2045757187
1076	0.2045371646
1077	0.2045027896
1078	0.2044679505
1079	0.2044319586
1080	0.2043926787
1081	0.2043595211
1082	0.2043194322
1083	0.2042858452
1084	0.2042500646
1085	0.204215808
1086	0.2041846761
1087	0.2041430512
1088	0.2041133985
1089	0.2040772441
1090	0.20404519
1091	0.2040061854
1092	0.2039695641
1093	0.2039372192
1094	0.2039088771
1095	0.2038775657
1096	0.2038459522
1097	0.2038131795
1098	0.2037743513
1099	0.2037337546
1100	0.2036940526
1101	0.2036641594
1102	0.203629038
1103	0.2035938503
1104	0.2035623085
1105	0.203520665
1106	0.2034877828
1107	0.203453101
1108	0.2034227148
1109	0.2033860236
1110	0.2033603563
1111	0.2033220172
1112	0.2032858326
1113	0.2032515956
1114	0.203217808
1115	0.2031842085
1116	0.2031485167
1117	0.2031145622
1118	0.2030798202
1119	0.2030512409
1120	0.2030223308
1121	0.202978414
1122	0.2029386731
1123	0.20290123
1124	0.2028641184
1125	0.202826497
1126	0.2027920802
1127	0.2027568179
1128	0.2027141934
1129	0.202686716
1130	0.2026574673
1131	0.2026216811
1132	0.2025850826
1133	0.2025500386
1134	0.2025195766
1135	0.2024838104
1136	0.2024532597
1137	0.2024182509
1138	0.2023836381
1139	0.2023470845
1140	0.202315838
1141	0.2022820094
1142	0.2022461766
1143	0.2022104166
1144	0.2021753816
1145	0.2021375908
1146	0.2021073747
1147	0.2020729091
1148	0.2020464528
1149	0.2020082751
1150	0.2019748308
1151	0.2019513807
1152	0.2019157529
1153	0.2018799668
1154	0.201847665
1155	0.2018184012
1156	0.2017845629
1157	0.2017562208
1158	0.2017274507
1159	0.2016891828
1160	0.2016560883
1161	0.2016212638
1162	0.201589233
1163	0.201558834
1164	0.2015277131
1165	0.2014982941
1166	0.2014697345
1167	0.2014339488
1168	0.2014018053
1169	0.2013680161
1170	0.2013394731
1171	0.2013127589
1172	0.2012820929
1173	0.2012573115
1174	0.2012255081
1175	0.2011904081
1176	0.201159878
1177	0.2011284436
1178	0.2010993213
1179	0.2010672761
1180	0.2010387894
1181	0.2010095039
1182	0.2009764387
1183	0.2009470727
1184	0.2009126427
1185	0.2008798749
1186	0.2008499573
1187	0.2008113929
1188	0.2007775158
1189	0.2007401962
1190	0.2007043599
1191	0.2006710845
1192	0.2006399178
1193	0.2006072561
1194	0.2005769773
1195	0.2005426729
1196	0.2005066623
1197	0.2004773321
1198	0.2004483309
1199	0.200417158
1200	0.2003921738
1201	0.2003626226
1202	0.2003326324
1203	0.2003037502
1204	0.2002713534
1205	0.2002441727
1206	0.2002109024
1207	0.2001795795
1208	0.2001513656
1209	0.2001126407
1210	0.2000864767
1211	0.200055006
1212	0.2000273564
1213	0.1999960705
1214	0.1999639836
1215	0.1999218292
1216	0.1998904488
1217	0.1998639814
1218	0.1998302409
1219	0.1998025378
1220	0.1997699371
1221	0.1997414498
1222	0.1997133034
1223	0.1996837399
1224	0.1996534065
1225	0.1996296543
1226	0.1995975197
1227	0.1995691187
1228	0.199535145
1229	0.1995018924
1230	0.1994710169
1231	0.199439603
1232	0.1994090023
1233	0.1993729058
1234	0.1993443729
1235	0.1993156476
1236	0.1992896546
1237	0.1992596906
1238	0.1992291635
1239	0.1991925096
1240	0.1991625178
1241	0.1991287062
1242	0.1990979756
1243	0.1990697646
1244	0.1990439616
1245	0.1990175664
1246	0.1989884158
1247	0.1989546574
1248	0.1989217321
1249	0.1988873594
1250	0.1988559421
1251	0.1988327316
1252	0.1988094077
1253	0.198780199
1254	0.1987482627
1255	0.198716579
1256	0.1986883787
1257	0.1986614475
1258	0.1986265315
1259	0.1986023093
1260	0.1985670838
1261	0.1985339273
1262	0.1985004678
1263	0.1984675384
1264	0.1984375973
1265	0.1984089141
1266	0.1983796762
1267	0.1983592257
1268	0.1983343077
1269	0.1983008319
1270	0.1982713514
1271	0.1982397669
1272	0.1982101335
1273	0.1981828308
1274	0.1981528994
1275	0.198120885
1276	0.198089528
1277	0.1980566969
1278	0.1980268589
1279	0.1979988215
1280	0.1979682264
1281	0.1979365586
1282	0.1979074907
1283	0.1978800504
1284	0.1978566546
1285	0.1978255495
1286	0.1977914983
1287	0.1977666528
1288	0.1977410257
1289	0.1977125261
1290	0.1976827816
1291	0.1976590455
1292	0.1976311154
1293	0.1975961275
1294	0.1975706394
1295	0.1975414421
1296	0.1975119007
1297	0.1974848079
1298	0.1974520973
1299	0.1974275225
1300	0.1974036544
1301	0.1973711662
1302	0.1973457044
1303	0.1973216537
1304	0.1972948188
1305	0.1972634215
1306	0.1972358009
1307	0.1972144772
1308	0.1971848784
1309	0.1971495866
1310	0.1971195676
1311	0.1970941014
1312	0.1970674009
1313	0.1970406013
1314	0.1970087422
1315	0.1969830739
1316	0.1969551741
1317	0.1969337888
1318	0.1969041561
1319	0.1968756586
1320	0.1968488464
1321	0.1968212371
1322	0.1967891762
1323	0.1967595664
1324	0.1967320708
1325	0.1967027262
1326	0.1966718833
1327	0.1966433567
1328	0.1966172288
1329	0.1965876291
1330	0.1965629135
1331	0.1965307347
1332	0.1965093617
1333	0.1964754808
1334	0.1964526555
1335	0.1964240006
1336	0.1963920519
1337	0.1963770348
1338	0.196350678
1339	0.1963192958
1340	0.1962923241
1341	0.196265796
1342	0.1962344468
1343	0.1962100108
1344	0.1961766771
1345	0.1961443949
1346	0.1961150215
1347	0.1960845603
1348	0.1960603387
1349	0.196033529
1350	0.196003925
1351	0.1959784869
1352	0.1959523834
1353	0.1959288689
1354	0.1959066269
1355	0.1958806249
1356	0.1958509472
1357	0.1958230454
1358	0.1957964645
1359	0.1957700692
1360	0.1957428562
1361	0.1957166922
1362	0.1956952983
1363	0.195660251
1364	0.1956358787
1365	0.1956028878
1366	0.195575801
1367	0.1955532037
1368	0.1955283481
1369	0.1954971374
1370	0.1954690425
1371	0.1954431246
1372	0.1954174362
1373	0.1953888648
1374	0.1953568413
1375	0.1953272374
1376	0.1952955595
1377	0.1952672112
1378	0.1952410057
1379	0.1952174472
1380	0.1951907568
1381	0.195159592
1382	0.1951333809
1383	0.1951069777
1384	0.1950834873
1385	0.1950537357
1386	0.1950265251
1387	0.195007152
1388	0.1949764696
1389	0.1949472654
1390	0.1949253961
1391	0.1949002541
1392	0.1948778074
1393	0.1948501442
1394	0.1948282347
1395	0.1947984435
1396	0.194761618
1397	0.1947353532
1398	0.1947065809
1399	0.1946745261
1400	0.1946457274
1401	0.1946248719
1402	0.1945969823
1403	0.1945734557
1404	0.1945532515
1405	0.1945260286
1406	0.1944967237
1407	0.1944619252
1408	0.1944333647
1409	0.1944027325
1410	0.1943742533
1411	0.1943497958
1412	0.1943227404
1413	0.1942907471
1414	0.1942580847
1415	0.1942215662
1416	0.1941871706
1417	0.1941610221
1418	0.1941363793
1419	0.1941103427
1420	0.1940832588
1421	0.1940588123
1422	0.1940381306
1423	0.1940131207
1424	0.1939869191
1425	0.1939617201
1426	0.1939311123
1427	0.1939059323
1428	0.1938852511
1429	0.1938645757
1430	0.1938354035
1431	0.1938064157
1432	0.1937827991
1433	0.1937562265
1434	0.1937321152
1435	0.1937101011
1436	0.1936814287
1437	0.1936591675
1438	0.1936339669
1439	0.1936090056
1440	0.1935825219
1441	0.1935630872
1442	0.193536072
1443	0.1935127268
1444	0.1934901173
1445	0.1934675485
1446	0.1934370322
1447	0.1934072819
1448	0.1933798406
1449	0.193348923
1450	0.193318138
1451	0.1932862319
1452	0.1932530736
1453	0.1932215929
1454	0.1931924591
1455	0.1931644804
1456	0.1931380645
1457	0.1931137026
1458	0.1930871731
1459	0.1930652931
1460	0.1930390203
1461	0.1930131251
1462	0.1929906187
1463	0.1929629256
1464	0.1929311365
1465	0.1929044803
1466	0.1928778169
1467	0.1928504476
1468	0.1928237443
1469	0.1927971751
1470	0.1927684051
1471	0.1927446984
1472	0.1927167499
1473	0.1926849196
1474	0.1926613367
1475	0.1926373202
1476	0.1926089732
1477	0.19257691
1478	0.1925511212
1479	0.1925212231
1480	0.1924907783
1481	0.1924626296
1482	0.1924361271
1483	0.1924074973
1484	0.1923811075
1485	0.1923555262
1486	0.192329899
1487	0.1923084075
1488	0.1922782933
1489	0.1922482974
1490	0.1922204067
1491	0.1921982116
1492	0.1921722601
1493	0.192152681
1494	0.1921337619
1495	0.1921111519
1496	0.1920877582
1497	0.1920647081
1498	0.1920423907
1499	0.1920201782
1500	0.1919918041
1501	0.1919684872
1502	0.1919412928
1503	0.1919188804
1504	0.1918966763
1505	0.1918707015
1506	0.1918517275
1507	0.1918213261
1508	0.1917943499
1509	0.1917677854
1510	0.1917492099
1511	0.1917256895
1512	0.1917046827
1513	0.1916763567
